run_id,case,stratum,permutation,numeric_form,permutation_spec,permutation_seed,environment,environment_fingerprint,python_hash_seed,locale,timezone,hash,reference_hash,pass
case_a-015,case_a,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,f37258651ef9e60d,1438300445,"ja_JP.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-016,case_a,row_shuffle,row_shuffle_06,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",476120926,clean_process,f37a3b8e9237cb5b,1154522942,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-017,case_a,row_shuffle,row_shuffle_07,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",759136135,in_process,e4341875fef16422,2677221055,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-018,case_a,row_shuffle,row_shuffle_08,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1157397359,clean_process,c15c21b8f66485fa,1423734354,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-019,case_a,row_shuffle,row_shuffle_09,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",1597741886,in_process,75d3f5c4ae3e9b0b,63453551,"tr_TR.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-020,case_a,row_shuffle,row_shuffle_10,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1386997563,clean_process,e3e7f6e36f89a3de,3715493660,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-021,case_a,key_shuffle,key_shuffle_01,False,"{""key_order"": ""reverse""}",1447699540,in_process,2e5c45f7827587d9,665511079,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-022,case_a,key_shuffle,key_shuffle_02,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",131028586,clean_process,8133e148b7fc2e9c,823420485,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-023,case_a,key_shuffle,key_shuffle_03,False,"{""key_order"": ""rotate""}",1489596525,in_process,0a3d6a09eefd4207,795636474,"de_DE.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-024,case_a,key_shuffle,key_shuffle_04,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",1382318399,clean_process,6f52b06589f0e2cb,3088273016,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-025,case_a,key_shuffle,key_shuffle_05,False,"{""key_order"": ""reverse""}",802555614,in_process,d9c322463782d5f0,3359201966,"ja_JP.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-026,case_a,locale,locale_01,False,"{""risk_order"": true}",2091460600,clean_process,8a442b6e3329af78,1400042816,en_US.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-027,case_a,locale,locale_02,False,"{""risk_order"": true}",1845763611,in_process,f66240c34a201eb8,2348823001,"de_DE.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-028,case_a,locale,locale_03,False,"{""risk_order"": true}",731453688,clean_process,991af634c3613e74,2883216041,tr_TR.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-029,case_a,timezone,timezone_01,False,"{""risk_order"": true}",713322537,in_process,d1748724de282ced,1862407300,C,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-030,case_a,timezone,timezone_02,False,"{""risk_order"": true}",2004302251,clean_process,97afa7fd13976458,2480227519,C,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-031,case_a,timezone,timezone_03,False,"{""risk_order"": true}",1559802914,in_process,1ce58459e19886b3,237623312,C,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_b-001,case_b,repeat,repeat_01,False,{},96029441,in_process,a944f09bd81b14ac,48046374,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-002,case_b,repeat,repeat_02,False,{},639597101,clean_process,900372a946323647,4110778351,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-003,case_b,repeat,repeat_03,False,{},13918715,in_process,c5e4ba3a4ac2845b,447026317,"de_DE.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-004,case_b,repeat,repeat_04,False,{},1895190805,clean_process,b6d15056ea09566f,4095724329,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-005,case_b,repeat,repeat_05,False,{},2023481059,in_process,0ab84cb54f1ffa84,215321799,"ja_JP.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-006,case_b,repeat,repeat_06,False,{},824110192,clean_process,7bd5c5e05e8e3dac,3082026876,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-007,case_b,repeat,repeat_07,False,{},1921478837,in_process,43003c66e3367979,92540749,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-008,case_b,repeat,repeat_08,False,{},381326646,clean_process,387a8398a64f45ea,3845123093,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-009,case_b,repeat,repeat_09,False,{},1100509109,in_process,2ba7df8e03cb184e,527853120,"tr_TR.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-010,case_b,repeat,repeat_10,False,{},77767528,clean_process,9e43c1cba4236b5a,1136804847,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-011,case_b,row_shuffle,row_shuffle_01,False,"{""risk_order"": true}",597850609,in_process,ebeb3dae33931320,2207399378,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-012,case_b,row_shuffle,row_shuffle_02,False,"{""obligation_order"": true}",296723216,clean_process,970882d6fc7baf4c,3491632063,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-013,case_b,row_shuffle,row_shuffle_03,True,"{""acs_order"": true, ""numeric_form"": true}",568623352,in_process,8c47f9a15f58f62c,1587017209,"de_DE.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-014,case_b,row_shuffle,row_shuffle_04,False,"{""catalog_order"": true}",1767596254,clean_process,1d0a0d3b8b302c44,3635061239,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-015,case_b,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,f37258651ef9e60d,1438300445,"ja_JP.UTF-8 (unavailable, fell back to LC_CTYPE=C.UTF-8;LC_NUMERIC=C;LC_TIME=C;LC_COLLATE=C;LC_MONETARY=C;LC_MESSAGES=C;LC_PAPER=C;LC_NAME=C;LC_ADDRESS=C;LC_TELEPHONE=C;LC_MEASUREMENT=C;LC_IDENTIFICATION=C)",Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
